X,Y,Goal,Distance,Angle
84.4,30.4,0,36.8716693411079,74.9084273214051
95.7,38.0,0,24.3821656134151,85.2949030227338
86.9,26.4,0,35.7850527455249,67.6634093837312
86.7,32.5,0,34.1341471257156,77.3073344548821
93.3,24.4,0,30.9232921921325,59.7035518237616
89.9,37.9,0,30.1731668871532,86.0090869015702
101.5,44.5,0,19.0394327646598,103.671307132196
100.4,50.2,0,22.0952483579615,117.49283695154
87.3,27.4,0,35.0435443412906,68.9272733800495
89.4,35.2,0,30.9741827979367,81.0850730428521
101.9,44.3,0,18.6037630601983,103.363964001372
96.1,53.8,0,27.598007174432,120.002388684521
105.4,17.4,0,26.9057614647867,32.8631755447077
90.6,55.2,0,33.09682764254,117.339271342006
88.6,46.4,0,32.0455925206572,101.520319947711
90.7,26.8,0,32.1361167535843,65.7478665821369
97.9,55.3,0,26.8793601114312,124.695153531234
106.1,3.4,0,39.1506066364239,20.7958467829579
80.6,36.5,0,39.5551513712184,84.9235983951311
115.2,63.0,0,23.4955314900515,168.211816700892
110.7,13.3,0,28.2733089680002,19.2039735055
89.7,44.2,1,30.5897041502529,97.8917024282357
94.9,37.1,0,25.2669744924081,83.4093912318511
94.7,39.7,0,25.3017785936088,89.3206352445346
95.3,31.4,0,26.1543495426669,70.8029998945442
89.1,34.3,0,31.4213303346628,79.5483670560113
99.5,37.0,1,20.7183493551007,81.6743496695732
91.2,17.6,0,36.4856136031724,52.1250163489018
92.8,43.2,0,27.3875884297979,96.7098368077569
94.6,46.1,1,26.122212769978,103.504264516515
91.3,41.3,0,28.7294274220702,92.5935064447889
95.2,35.9,0,25.1366266630986,80.6126231769787
84.4,25.8,0,38.3275357934736,68.2541096624665
93.8,22.0,0,31.7874188949024,55.5100433692686
94.0,33.4,0,26.8246155610849,75.7565394264522
89.1,41.5,0,30.9363863435922,92.7791668640722
91.7,39.5,0,28.3044166164929,88.9878123860174
87.6,40.3,0,32.4013888591215,90.5305013166735
98.5,41.6,0,21.55945268322,94.2560267254836
86.8,42.2,0,33.2728117236882,93.7911656873652
93.6,50.3,0,28.3381368477181,111.313318322656
95.5,26.2,0,28.1192105152332,60.6089478676723
96.6,34.4,0,24.0607564303369,76.541315391385
91.2,43.0,0,28.9558284288328,95.9468630539735
97.5,46.6,0,23.448027635603,106.348171547351
92.7,38.7,0,27.3309348541172,87.2736890060936
88.8,26.9,0,33.8385874409675,67.2238387008067
100.9,53.2,0,23.2174503337468,124.648330512908
95.1,43.0,0,25.0800717702322,96.8699923082143
97.9,37.5,0,22.2409532169824,83.5460134096466
95.1,24.8,0,29.1727612680048,58.5983653771867
94.1,37.9,0,25.9849956705788,85.3645365730974
101.0,41.8,0,19.0850727009357,95.411869152317
100.4,30.0,0,22.0036360631601,62.969139740157
95.6,35.0,0,24.907027120875,78.4193808177719
99.7,25.2,0,25.1223008500416,53.9055552033173
98.5,49.9,0,23.6698119975635,114.724421391009
98.0,53.7,0,25.9169828490895,121.911647865104
97.5,50.9,0,25.0011999712014,115.847610220596
90.7,48.8,0,30.5929730493785,106.717182799316
94.4,34.3,0,26.2268945931462,77.4474967671733
94.7,50.7,0,27.4696195823677,112.924712200427
87.3,29.3,0,34.4061041095908,71.8810173463664
87.7,32.0,0,33.2759673037464,76.0890386491283
96.1,34.1,0,24.6174734690626,76.1331031705055
109.6,75.7,0,37.1840019363166,163.758285753454
101.2,18.3,0,28.7111476607954,40.9043295651866
89.2,28.2,0,32.983025937594,69.0373201634358
94.2,52.2,0,28.5390959912889,115.307978761263
89.5,52.0,1,32.7757532331448,111.47679097954
96.8,20.7,1,30.1783034645753,50.2430464433834
88.8,38.5,0,31.2360368805007,87.2475145997313
98.5,28.5,0,24.3823706804732,61.8583987677383
86.8,24.3,0,36.7250595642812,64.690927912155
93.1,30.3,0,28.5954541841881,70.1709600370414
108.0,3.9,0,38.042213395122,18.3873214195004
97.7,38.2,1,22.3725277963846,85.3852334221115
88.8,49.6,0,32.6435292209651,107.102728969052
85.2,35.2,0,35.1294748039307,82.1466866980218
92.4,48.2,0,28.7923600977759,106.546760816181
87.7,50.9,0,34.0895878531847,108.64754814225
97.3,58.8,0,29.4742260288544,129.631344671583
95.3,27.8,0,27.5486841791037,63.7139845041036
98.5,58.3,0,28.2336678453225,130.403192470291
101.2,21.4,0,26.4461717456421,45.3063916222707
90.3,40.8,0,29.7107724571409,91.5429475708197
92.1,53.3,0,30.9079277856022,115.487254830763
85.2,35.3,0,35.1159507916274,82.3083183320908
92.6,30.8,0,28.9032870103039,71.4396776802149
100.6,61.1,0,28.6630424065555,137.403597037794
95.5,57.0,0,29.8202951024969,124.755912553541
101.6,30.3,0,20.8002403832263,62.2029714202823
98.6,52.4,0,24.7329739416836,120.089686238777
98.8,28.4,0,24.1660919471891,61.3138524262606
105.6,66.4,0,30.07191380674,151.389540334035
87.5,33.2,0,33.203764846776,78.1824395252612
92.1,33.2,0,28.7167198683972,76.3024945250881
85.9,54.9,0,37.2131697118104,113.602929457641
79.5,38.3,0,40.535663310226,87.5964029622065
101.3,52.4,0,22.437691503361,123.548421882498
94.8,30.4,0,26.9666460650931,69.1455419604216
97.4,50.4,0,24.8781028215577,114.71079946223
112.3,16.7,0,24.5393561447728,18.2872796150619
90.8,28.1,0,31.5317300508551,67.8274216336679
86.7,33.1,0,34.0073521462639,78.2935632708467
98.0,25.9,0,26.1306333639275,57.3438205108237
100.8,18.1,0,29.1247317584214,41.241444314528
86.7,36.2,0,33.5161155267134,83.4899036398844
100.1,41.0,1,19.9251097863977,92.8767650703006
95.1,44.5,0,25.3033594607515,100.244087446459
85.0,45.0,0,35.3553390593274,98.130102354156
93.5,24.6,0,30.6497960841504,59.8377549678185
91.0,30.6,0,30.4854063446758,72.0405239095258
96.0,30.4,0,25.8487910742456,68.1985905136482
98.5,25.5,1,25.9326049597799,56.0035408517495
94.6,50.2,0,27.3715180433969,111.879151337575
92.3,40.9,0,27.714617081966,91.860941066013
94.1,26.4,0,29.2535467935087,62.296191857547
87.3,39.9,0,32.7001529048413,89.8247840950952
92.9,41.0,0,27.1184439081596,92.1132765823914
95.6,53.4,0,27.8373849346522,118.774724638822
89.2,53.7,0,33.7094942115719,113.97974673897
84.4,27.4,0,37.7640040249971,70.5094694920246
93.1,43.0,0,27.0667692937299,96.3635682356422
91.7,24.5,0,32.26670110191,61.2903392319252
98.9,51.6,0,24.0784135690041,118.800368746816
84.3,29.5,0,37.2120948080056,73.6104596659652
75.4,44.2,0,44.7973213484914,95.3797015991254
89.9,42.3,0,30.1877458582121,94.369591648399
93.7,31.2,0,27.7331931086199,71.4997196438036
87.8,43.3,0,32.3686576799224,95.8514985515916
97.4,24.2,0,27.5753513123586,55.0420236355295
97.2,45.4,1,23.43074902772,103.324531261891
99.5,32.7,0,21.7609742428964,70.3993095707768
87.2,36.6,0,32.9757486647385,84.0819396478923
96.4,50.7,0,25.9123522668244,114.389056254087
98.6,53.9,0,25.5180328395431,123.005041934817
80.7,41.6,0,39.3325564895037,92.3313650867346
87.5,33.4,0,33.1633834220817,78.5206541240345
94.7,43.7,0,25.5691220029159,98.3202425173695
89.3,4.6,1,46.8577634976319,40.9328637417517
91.5,28.2,0,30.8462315364454,67.5087288548961
99.3,62.8,0,30.7949671212684,137.763857370913
90.9,37.5,0,29.2071908953942,85.0897387784174
104.7,16.9,0,27.7073997336452,33.5180086452519
86.7,34.5,0,33.7511481286193,80.6214026902666
83.0,46.6,0,37.584039165582,100.113952145792
90.4,33.5,0,30.3052800680013,77.6147390401108
93.0,35.5,0,27.372431386342,80.5376777919744
92.8,30.1,0,28.9456387043022,69.9999820914857
92.7,53.1,0,30.2803566689694,115.63418246129
89.6,34.0,0,30.9864486509829,78.8351198224514
92.6,27.5,0,30.1166067145686,65.4773206476446
91.4,30.9,0,30.0128305895995,72.3498757800699
94.4,32.8,0,26.5932322217515,74.2913621709843
96.1,24.6,0,28.4318483394942,57.2042329859335
85.5,44.9,0,34.8462336558774,98.0835960498294
95.9,34.3,0,24.7648945081541,76.6932422189308
95.2,49.1,0,26.4168506828501,110.149879018449
96.8,27.9,0,26.1658173959844,62.4556291685825
90.8,27.7,0,31.6848544260503,67.1575742698679
84.5,41.8,0,35.5456045102626,92.9026523250786
95.7,26.7,0,27.701624501101,61.3070054163131
80.0,43.4,0,40.1442399355125,94.8584629190344
91.1,51.4,0,31.0671852603354,111.527432951682
90.2,49.3,0,31.2174630615622,107.332126766312
101.4,34.1,0,19.513328778043,72.4007488228724
101.0,57.6,0,25.8990347310474,132.809426135962
80.0,33.6,0,40.5087644837509,80.9097230791776
89.5,59.9,0,36.4178527648185,123.122801116122
98.5,55.0,0,26.2154534578367,124.902495615925
91.3,34.8,0,29.1672761841074,79.7302935326625
101.6,18.0,0,28.6803068323894,39.907884875501
97.5,54.7,0,26.87638368531,123.157923884672
94.1,28.9,0,28.1783604916965,66.8014094863518
94.5,50.7,0,27.6539328125314,112.763303317536
92.1,22.6,0,32.881149614939,58.0500285536669
83.1,46.1,0,37.4008021304357,99.386767377737
100.8,27.5,0,22.9104779522384,56.9341959250586
91.0,56.4,0,33.316062192282,119.488907812273
80.7,24.2,0,42.3571717658297,68.0981157731278
85.4,47.4,0,35.3824815410112,102.072137346836
91.8,28.3,0,30.5308041164985,67.4667499209958
99.2,25.3,0,25.4701786409126,54.7499754619617
95.5,25.9,0,28.2676493539877,60.0791339749611
86.9,45.5,0,33.5538373364359,99.434249804827
100.0,56.8,0,26.1197243477032,130.03025927189
99.7,58.6,0,27.532707821789,132.497663548647
93.1,44.7,0,27.307508125056,99.9107448001547
93.3,32.5,0,27.733373397407,74.3100070709161
101.7,40.6,0,18.3098334236006,91.8778774472854
96.8,56.2,0,28.2962895094039,124.925667269897
85.5,31.2,0,35.6046345297912,75.6905498448498
111.7,8.9,1,32.1885072657929,14.9428832135084
101.5,15.0,0,31.100643080168,36.5014411205063
105.6,14.4,0,29.3720956010973,29.3577535427913
95.2,54.3,0,28.6274343943009,119.968303914764
85.9,36.7,0,34.2593053052744,84.4724598483439
100.2,45.6,0,20.5766858361593,105.792403528857
96.5,48.6,0,25.0241882985243,110.100475656834
85.3,35.1,0,35.0442577321877,81.9623846995143
82.9,31.0,0,38.1760396060147,76.3641652451677
88.4,33.0,0,32.3660315763301,77.5095942820908
107.8,15.8,0,27.1012914821416,26.7541454724218
91.6,42.1,0,28.4775350056848,94.22896343989
96.1,40.9,0,23.916939603553,92.1565626747147
99.6,22.5,0,26.8776859122954,49.3755835727507
94.3,48.1,0,26.9462427807663,107.493553599901
86.6,45.8,0,33.8998525070538,99.8513273428081
95.1,38.6,0,24.9393263742227,86.7819387162057
95.0,35.0,0,25.4950975679639,78.6900675259798
98.6,38.3,0,21.4674171711457,85.4580043197333
89.3,29.9,0,32.3187252223846,71.7892996583017
94.7,43.2,0,25.501568579207,97.2086190806873
98.8,24.8,0,26.0860115770886,54.3601908019133
89.6,43.3,0,30.5785872793365,96.1953489859901
98.1,42.0,1,21.99113457737,95.2180171235751
96.0,45.8,0,24.6908890078911,103.585991207889
98.6,42.3,0,21.5232432500309,96.1344099439238
90.9,45.0,0,29.5264288392619,99.7494367399504
99.0,14.9,0,32.7262891266333,39.9176518951402
99.9,27.1,0,23.8834670849942,57.3080158174279
97.7,30.2,0,24.3583661192618,66.2763415700957
93.4,42.1,0,26.6827659735643,94.5139884580013
95.7,23.4,0,29.4287274614449,55.661939976606
96.5,39.3,0,23.5104232203506,88.2938217055531
94.3,40.9,0,25.7157539263386,92.0056473713884
93.5,41.6,0,26.5482579466149,93.4551733677194
95.6,46.2,1,25.1753848034146,104.25703535965
90.4,45.4,0,30.0885360228775,100.338910542941
97.7,48.3,0,23.7945371881867,110.415131141888
95.6,40.8,1,24.4131112314674,91.8778774472854
99.1,44.3,0,21.3377599574088,101.625898643309
105.4,62.9,0,27.1582400018852,147.480265687854
98.2,23.1,0,27.5835095664058,52.2161065416532
98.6,41.0,0,21.4233517452335,92.6754266560292
50.5,47.9,0,69.9475517798872,96.4849234355766
101.0,25.5,0,23.9008368054342,52.6506509553594
93.4,38.2,0,26.6608326951729,86.1287437680143
97.4,41.1,0,22.6267540756512,92.7865335694932
95.5,48.4,0,25.9,108.924644416051
92.7,46.0,0,27.9515652513415,102.395406833758
90.8,35.5,0,29.5447118787779,81.2390935845245
94.6,47.2,0,26.4007575648882,105.826154076173
100.8,54.8,0,24.2421121192028,127.62623363867
96.3,45.9,0,24.4233494836396,103.979345989596
88.2,41.6,0,31.8402261298503,92.8803775528476
84.6,11.4,1,45.5095594353538,51.064922445448
102.2,63.4,0,29.4006802642388,142.740341158838
91.6,34.8,0,28.8721318921897,79.6241550799489
95.6,36.7,0,24.6221445044903,82.2977157337338
90.0,45.2,0,30.4473315743761,99.8335639642071
98.0,49.5,0,23.9635139326435,113.355564859286
81.2,49.5,1,39.9460886696057,103.757941930992
99.7,54.9,0,25.1813422994089,126.278302202018
79.5,23.6,0,43.6945076640074,67.9550910042316
97.3,38.9,0,22.726636354727,87.2257226886991
96.0,32.5,0,25.1445819213603,72.6459753637387
82.7,43.1,0,37.428598691375,94.7509290706744
90.0,35.7,0,30.3065999412669,81.8431613997617
95.2,52.1,0,27.5943834864996,116.007897463465
87.2,27.8,0,34.9954282728473,69.5972541591229
87.1,45.8,0,33.4073345240233,99.9980446915161
93.2,32.6,0,27.8028775489157,74.5641381125332
86.7,46.9,0,34.0073521462639,101.706436729153
101.3,63.2,0,29.7981543052586,141.129988047189
94.4,58.2,0,31.4101894295466,125.410448290852
85.7,49.6,0,35.6181133694641,105.636050309346
95.1,49.5,0,26.6507035554411,110.883158544531
85.2,44.8,1,35.1294748039307,97.8533133019782
88.0,27.5,0,34.3547667726038,68.6631407081944
86.5,46.6,0,34.143959934372,101.145384449922
96.2,32.6,0,24.923884127479,72.7282574223191
97.7,21.8,0,28.7841970532443,50.7806197214454
94.4,39.5,0,25.6048823469275,88.8810840694328
95.7,28.4,0,26.9267524963557,64.4817651773254
92.0,23.5,0,32.5,59.4897625938845
100.1,39.9,1,19.9002512546953,89.7120839334429
91.0,29.4,0,30.8765283022557,69.9217705225852
90.9,27.9,0,31.5153930643424,67.4220894839387
76.1,41.6,0,43.9291474991264,92.0873049727765
76.1,46.0,0,44.3081256656158,97.7826377945192
75.9,41.0,0,44.1113364114034,91.2990014116609
104.5,64.3,0,28.8225606079682,147.467822336213
92.0,47.4,0,28.9613535595283,104.80398015627
96.9,47.4,0,24.256339377573,107.762669356368
95.6,28.3,0,27.0601182554696,64.3819002696955
93.9,50.5,0,28.1328988908004,111.914866327192
87.8,50.5,0,33.8687171295282,108.060471936199
97.6,18.1,0,31.3268255653202,45.6466517691289
98.0,54.3,0,26.2390929721284,123.023867555797
96.4,24.3,0,28.3451935960931,56.3659948626972
90.5,42.7,0,29.6233016390814,95.2294507734911
100.5,29.3,0,22.2427516283395,61.2456330454743
95.4,33.0,0,25.5765517613301,74.1161462660789
83.6,39.1,0,36.4111246736489,88.5836346904521
98.6,32.3,0,22.7431308310883,70.210604992321
94.3,48.9,0,27.1974263488294,109.101148793105
87.5,36.3,0,32.7099373279742,83.5050597322956
95.3,45.2,0,25.2414341906319,101.888658039628
95.9,53.9,0,27.8212149267425,119.974778420551
92.8,33.7,0,27.9200644698396,76.9592389661034
89.5,42.5,0,30.6022874961987,94.6858998395027
76.7,34.6,1,43.6354213913421,82.891270114421
97.5,36.4,0,22.7861800221099,80.9097230791777
93.2,48.3,0,28.0558371823049,107.207831172074
91.6,44.9,0,28.8196113783653,99.7891628128764
92.2,29.8,0,29.6121596645702,69.8515858597122
93.8,37.8,0,26.2922041677757,85.2001638860953
86.7,58.0,0,37.8535335206636,118.393019421383
91.1,54.5,0,32.3335738822667,116.644298401112
96.9,40.9,0,23.1175258191702,92.2311746080313
93.6,29.9,0,28.2660573833706,69.0643609669475
87.0,48.7,0,34.1275548494175,104.769198530292
86.4,38.9,0,33.6180011303468,88.1249150168666
93.5,31.0,0,27.9866039383131,71.2413496521578
98.0,44.5,0,22.4555115728856,101.560130794218
87.3,33.2,0,33.3995508951842,78.2527036584591
99.2,38.0,0,20.8959326185744,84.5076754428725
99.1,55.7,0,26.1400076511083,126.913735265073
89.3,45.2,0,31.1372766953053,99.6135778743736
89.6,36.3,0,30.6243367275113,83.0606315377014
89.4,60.1,0,36.6110639015039,123.299420537184
87.5,47.3,0,33.3097583299549,102.65940678502
90.0,37.5,0,30.1039864469807,85.2363583092739
93.7,44.0,0,26.6024434967918,98.6479129512869
88.6,39.4,0,31.4057319609017,88.9053094081471
97.4,33.9,0,23.4087590444261,74.8951508874243
95.4,47.5,0,25.7178926041773,106.955313052025
81.9,25.1,0,40.9099010020802,68.6407189378549
85.5,49.5,0,35.7840746701658,105.395549253995
82.5,38.9,0,37.5161298643663,88.3198055950724
83.7,47.6,0,37.0870597378654,101.825004929292
95.5,60.6,0,32.0095298309738,130.057670895247
78.6,44.0,0,41.5927878363545,95.5186941150562
87.9,48.6,0,33.2320628309469,104.998053061464
91.4,53.1,0,31.4574315544038,114.609766886487
85.5,42.0,0,34.5579223912549,93.3177811683349
111.0,62.8,0,24.5120378589786,158.459024081462
79.3,41.0,0,40.7122831587716,91.4074755315001
85.9,43.3,0,34.2593053052744,95.5275401516561
87.8,42.5,0,32.296903876378,94.4395239988946
99.1,34.5,0,21.6115709748274,75.2564371635293
94.5,33.0,0,26.4433356443547,74.6498635075756
80.4,34.8,0,39.9399549323732,82.5191138204763
95.8,57.3,0,29.7477730258922,125.560067700766
104.8,13.3,0,30.7234438173848,29.6523569050027
107.6,62.7,0,25.8660008505374,151.354183486
87.7,39.0,0,32.3154761685481,88.2267032844392
91.2,38.7,0,28.8293253476386,87.4154865540345
89.8,55.0,0,33.7200237247841,116.413073338514
76.3,32.3,0,44.3731901039355,80.0069799317731
96.5,26.3,0,27.2018381731823,59.7587244607565
77.9,38.8,0,42.1170986655064,88.3673082082256
90.7,40.8,0,29.3109194669836,91.5640013098322
95.3,17.2,1,33.6144314246129,47.2906100426385
113.8,62.7,0,23.5314682924802,164.723526180707
82.1,36.2,0,38.0900249409212,84.2744393133338
97.2,54.2,0,26.8603797441511,121.914940063768
89.5,44.4,0,30.8157427299749,98.2089858924461
113.9,7.5,0,33.0675067097597,10.6302991139508
92.7,24.9,0,31.1977563295824,61.0524240071566
101.0,48.2,0,20.6939604715965,113.344010961578
89.5,16.4,0,38.5643617864992,52.2683532285534
81.0,34.6,0,39.372071319655,82.1168606832702
100.2,50.9,0,22.601991062736,118.833005712984
86.7,20.2,0,38.7418378500556,59.2645122980799
81.6,38.9,0,38.4157519775417,88.3591633658321
114.0,15.7,0,25.0297822603394,13.869686438505
88.2,47.6,0,32.6955654485436,103.441204837099
99.5,29.6,1,22.9871703347759,63.1005414556788
89.4,37.1,0,30.7371111199475,84.5861774270873
84.4,44.4,0,35.8708795543126,97.0457691248675
91.0,36.5,0,29.2104433379571,83.1182763693631
97.3,38.0,0,22.7879354045074,84.9649153205433
87.6,44.7,0,32.7391203302716,98.2538511455624
94.0,29.8,0,27.9291961932312,68.5795408807901
85.5,29.8,0,35.976242160626,73.5295715603914
95.9,61.2,0,32.0975076914081,131.337056707233
100.5,24.9,0,24.6629276445437,52.2472688934877
87.6,39.4,0,32.4055550793379,88.9390883097362
91.7,36.1,0,28.5674640106538,82.1535378016018
93.5,42.2,0,26.5911639459426,94.7457479438024
95.6,54.6,0,28.4344861040252,120.894642235665
100.8,27.8,0,22.7481867409251,57.5674427535407
82.1,41.7,0,37.9381074910175,92.5682738885123
97.1,44.4,0,23.3188764737926,100.876246883131
91.3,57.4,0,33.5626280258266,121.227250850063
87.1,26.2,0,35.6770234184412,67.2442462220935
91.9,59.0,0,33.9206426825908,124.064850599301
85.9,50.8,0,35.76940033045,107.573803900012
94.6,36.4,0,25.6538496136545,81.9330682702069
97.6,58.4,0,28.9882734911895,129.400660663479
111.2,66.0,0,27.4488615428764,161.301017195819
89.7,29.7,0,32.0028123764147,71.2253568597654
90.2,46.0,0,30.3980262517157,101.383862471072
87.8,38.6,0,32.2304204130198,87.5104470780009
93.3,57.6,0,31.9788992931277,123.391913515552
92.8,26.5,0,30.3659348612882,63.6037135175147
87.0,53.4,0,35.6168499449348,112.100133471534
84.9,51.0,0,36.7832842470598,107.400485686338
106.8,16.0,0,27.390509305232,28.8107937429731
99.5,13.0,0,33.9005899653679,37.2079219217816
83.5,49.1,0,37.61728326182,103.999302287028
95.1,24.9,0,29.1207829565072,58.7663006854663
93.5,26.1,0,29.924237667817,62.3217180259196
103.1,15.4,0,29.8457702195805,34.4887487763696
94.3,55.3,0,29.9095302537502,120.766638802275
99.2,29.0,0,23.5295558819116,62.1280474735967
100.4,50.8,0,22.378561169119,118.855661219717
77.1,29.0,0,44.2878087062343,75.6186054089094
81.7,39.8,0,38.3005221896517,89.7008080484068
98.7,46.4,0,22.2407284053378,106.723919417444
90.0,38.3,0,30.0481280614949,86.7567077172238
98.4,47.9,1,22.9993478168404,110.089525009321
93.9,52.5,0,28.938901153983,115.591028209991
98.5,31.1,0,23.2692930704824,67.5127200902096
95.6,46.7,0,25.30316185776,105.354418048201
97.2,24.2,0,27.739502518971,55.2787198041323
91.9,22.0,0,33.3707956153281,57.3576188060819
96.0,26.8,0,27.390509305232,61.1892062570269
84.6,49.8,0,36.7314579073578,105.474012688758
84.1,44.9,0,36.2328580158949,97.7722879300745
98.6,47.8,1,22.7771815640127,110.026089094117
89.8,33.7,0,30.8501215556762,78.2165594672449
90.8,53.7,0,32.2541470201895,115.134940431249
110.2,14.8,0,27.0384910821592,21.2505055071332
99.1,3.5,1,42.0601949591297,29.7955705607862
107.3,16.5,0,26.712169511292,28.3879196635404
95.1,45.9,0,25.5894509515152,103.330264853337
97.2,45.0,0,23.3418079848156,102.369061525926
90.7,55.3,0,33.054197917965,117.572856746575
98.3,28.3,1,24.6531945191693,61.667763039627
96.1,39.0,0,23.9209113538761,87.6040845496783
95.7,25.3,0,28.4003521104933,58.8286509722802
90.5,42.0,0,29.567718883945,93.8785245028477
88.2,44.3,0,32.0894063516295,97.7008339421467
95.4,33.4,1,25.4699823321493,74.9816393688493
88.6,36.2,1,31.6291005246751,83.0996718307227
94.7,30.5,0,27.0248034220418,69.4191406721745
99.9,44.3,0,20.5548047910945,102.075288583194
91.0,33.8,0,29.6553536482032,77.9322310413467
86.4,36.9,0,33.7427029148526,84.7287053220215
57.6,43.9,0,62.5217562133374,93.5763343749974
89.4,54.2,0,33.734255586866,114.893765201641
99.0,17.2,0,30.9974192474148,42.6467031338917
86.7,45.5,0,33.7511481286193,99.3785973097334
99.2,52.3,1,24.1646435934818,120.597784209334
87.3,24.7,0,36.1023544938554,64.9255806581843
118.4,63.7,0,23.7539470404394,176.137790946135
84.5,24.3,1,38.8167489622714,66.1424207843486
100.9,25.3,0,24.1018671475884,52.4169137191384
95.5,22.2,0,30.2834938539132,54.0004468503955
91.3,49.0,0,30.078065097343,107.410843121715
93.4,25.0,0,30.5378453725864,60.5809238482516
85.6,35.9,0,34.6434698031245,83.2032050776247
93.2,26.7,0,29.9187232347906,63.6062361437698
94.0,47.3,0,27.0053698363862,105.68310779639
94.0,29.2,0,28.1538629676284,67.4427533652944
92.8,29.1,0,29.3027302482209,68.1622814060162
99.4,20.6,0,28.2969963070288,46.7183580016555
85.3,37.4,0,34.7972700078613,85.7149515414644
92.0,48.2,0,29.1760175486649,106.323046229056
91.6,45.4,0,28.9088221828562,100.765755544743
97.5,36.1,0,22.8354986807821,80.1664360357929
103.1,67.6,0,32.3630962671992,148.520079238162
95.9,35.0,0,24.6132078364442,78.2791885011905
97.0,13.6,0,35.0137115998861,41.0627748351759
76.2,29.8,0,44.9719912834644,76.8907918018457
98.2,22.8,0,27.768327281275,51.7268840490013
99.1,54.4,0,25.3805043291106,124.566655860895
90.5,50.5,0,31.3129366237024,109.592281891052
89.3,41.6,0,30.7416655371826,92.9834000322281
96.1,45.7,0,24.5703072833858,103.414102496133
100.8,44.7,1,19.7668915108067,103.755039445995
94.0,37.7,0,26.101532522057,84.9446864819458
92.2,40.7,0,27.808811553175,91.4423946974919
98.7,26.1,0,25.4342289051585,56.8722503139845
91.5,53.0,0,31.3249102153542,114.519642688191
100.9,59.7,0,27.439023306233,135.885946593854
90.5,52.9,0,32.1972048476261,113.619188191459
101.1,30.8,0,21.0202283527083,64.0444553995972
95.4,48.8,0,26.1266147826311,109.683327546441
89.6,57.0,0,34.8304464513448,119.214379980268
94.0,44.8,0,26.4393645914572,100.459909092929
89.8,36.0,0,30.4637489485454,82.4550709612432
81.8,43.2,0,38.3337970986439,94.7884665503137
101.1,29.3,0,21.7186555753343,60.4841697139157
84.2,39.1,0,35.8113110622887,88.5599066382041
113.1,17.5,0,23.5342303889462,17.0490309721098
105.7,15.4,0,28.4543494039136,30.1694717162537
87.4,26.5,0,35.2846992335205,67.5050439003202
100.5,37.3,0,19.6860356598275,82.1168606832702
82.0,43.0,0,38.1182371050918,94.5139884580013
93.2,45.9,0,27.4417565035477,102.415575090733
97.8,38.8,0,22.2324087763787,86.905941941083
98.9,58.6,0,28.1277443105557,131.39671136346
97.3,17.3,0,32.1026478658693,45.0
99.7,35.7,0,20.7504216824623,78.0402377780693
97.0,51.9,0,25.8961387083094,117.356652335865
95.1,56.6,0,29.9260755863511,123.69006752598
106.4,9.9,0,33.0298349980741,24.3147487815411
87.0,29.5,0,34.6301891418456,72.3498757800699
99.2,26.9,0,24.5814971065637,57.796960725595
89.4,42.4,0,30.6939733498288,94.4846060095446
89.7,49.1,0,31.6370036507884,106.716590821267
91.9,53.1,0,31.0035481840385,114.994564648555
88.0,28.4,0,34.0376262392077,70.0744193418157
85.8,31.7,0,35.1927549362081,76.3586212627086
97.7,32.8,0,23.4335229959134,72.1062907542957
96.4,25.5,0,27.6985559190366,58.433152273546
87.8,44.1,0,32.4599753542728,97.2563782421887
95.0,50.8,0,27.2330681341637,113.36434447606
99.1,52.9,0,24.5605374534028,121.683916950893
100.2,40.3,0,19.8022725968511,90.8680514497454
88.0,47.6,0,32.8901200970747,103.360218444764
100.9,50.4,0,21.7478734592603,118.56840772525
91.7,48.4,0,29.5203319764531,106.531930622747
100.1,56.8,0,26.0432332862108,130.171763320279
93.3,29.9,0,28.5464533699022,69.2795147003089
91.1,49.9,1,30.5486497246605,108.909437184829
100.9,31.1,0,21.0717820793591,65.0159596028827
93.7,45.8,0,26.931951284673,102.436506895702
82.7,49.6,0,38.5155812626526,104.433122242812
93.0,36.1,0,27.2802126091422,81.7807907511009
98.1,43.4,0,22.1623554704819,98.824784209109
97.4,56.1,0,27.7483332832803,125.465668052537
93.4,61.5,0,34.2024852898148,128.947592854335
99.5,24.3,0,25.8213090295593,52.5531697750292
90.9,57.0,0,33.7017803684019,120.293149533246
108.0,64.6,0,27.3707873470969,153.996654155489
94.0,31.9,0,27.2325173276361,72.6961797579113
82.4,38.6,0,37.6260548024903,87.8676315634459
81.5,38.1,0,38.5468546057911,87.17470824163
94.7,22.0,0,31.0497987111028,54.5695773794734
101.1,31.0,0,20.9334660293034,64.5366549381284
93.6,33.0,0,27.3122683056534,75.1496617010158
92.2,44.3,0,28.1305883336982,98.792618289818
87.0,34.0,0,33.5410196624968,79.695153531234
91.7,50.2,0,30.0820544511175,109.820381087475
91.2,48.5,0,30.0281534563816,106.443379614855
98.0,22.5,0,28.1113855937412,51.4993462796546
95.5,48.7,0,25.9988461282419,109.550054325048
86.6,39.8,0,33.4005987970276,89.6569156004758
88.9,50.9,0,32.9548175537356,109.314661331313
97.1,40.2,0,22.9008733457919,90.5003870987926
94.3,37.1,0,25.8631011288283,83.5619504850016
99.9,20.6,0,27.9351033647631,46.0152619716711
