subEventName,X,Y,Goal,Angle,Distance
Air duel,98,63,0,4.875325859931414,13.152946437965905
Air duel,94,58,0,25.054590079249127,10.0
Air duel,92,49,0,46.982350311495985,8.06225774829855
Air duel,93,58,0,25.48310110789056,10.63014581273465
Air duel,89,63,0,15.334503223001441,17.029386365926403
Air duel,90,61,0,18.321169898595272,14.866068747318506
Air duel,90,49,0,38.452951676469866,10.04987562112089
Air duel,92,54,0,39.18230447692444,8.94427190999916
Air duel,93,52,0,49.95279133980381,7.280109889280518
Air duel,90,53,0,35.725372873505506,10.44030650891055
Air duel,94,59,0,21.41362221961509,10.816653826391969
Air duel,87,46,0,28.018373184112495,13.601470508735444
Air duel,92,50,0,47.36650042591959,8.0
Air duel,89,65,0,12.861572420195603,18.601075237738275
Air duel,96,55,0,42.914450134448074,6.4031242374328485
Air duel,91,32,0,9.26495812785358,20.12461179749811
Air duel,93,48,0,50.78264330737907,7.280109889280518
Air duel,91,40,0,20.87114706376595,13.45362404707371
Air duel,94,43,0,30.819469175254298,9.219544457292887
Air duel,90,67,0,10.418312448393714,19.72308292331602
Air duel,95,53,1,57.22077247355919,5.830951894845301
Air duel,93,53,0,46.51823788348946,7.615773105863909
Air duel,93,55,0,37.86514144865322,8.602325267042627
Air duel,92,61,0,17.697184102159078,13.601470508735444
Air duel,91,43,0,28.6578594329094,11.40175425099138
Air duel,82,24,0,7.347834645888376,31.622776601683793
Air duel,91,33,0,10.158569664040861,19.235384061671343
Air duel,91,47,0,39.44175784673705,9.486832980505138
Air duel,90,53,0,35.725372873505506,10.44030650891055
Air duel,90,64,0,13.703185877877173,17.204650534085253
Air duel,58,73,0,7.344138371922968,47.885279575251516
Air duel,93,48,1,50.78264330737907,7.280109889280518
Air duel,91,48,0,41.226585696105936,9.219544457292887
Air duel,90,46,0,34.40576191948602,10.770329614269007
Air duel,92,49,0,46.982350311495985,8.06225774829855
Air duel,93,52,0,49.95279133980381,7.280109889280518
Air duel,90,60,0,20.20930854875412,14.142135623730951
Air duel,88,50,1,32.60395234374161,12.0
Air duel,92,32,0,8.623751594030228,19.697715603592208
Air duel,93,32,1,7.874323276707923,19.313207915827967
Air duel,96,62,0,10.513822768300104,12.649110640673518
Air duel,89,58,0,23.797435897424858,13.601470508735444
Air duel,91,37,0,15.121760533315031,15.811388300841896
Air duel,88,57,1,24.741453443043497,13.892443989449804
Air duel,90,53,0,35.725372873505506,10.44030650891055
Air duel,91,60,0,20.201709782496046,13.45362404707371
Air duel,93,51,0,52.28343996046652,7.0710678118654755
Air duel,93,57,0,29.234247116512524,9.899494936611665
Air duel,92,61,0,17.697184102159078,13.601470508735444
Air duel,91,58,0,25.062919543230006,12.041594578792296
Air duel,94,49,0,59.91396102251587,6.082762530298219
Air duel,93,58,0,25.48310110789056,10.63014581273465
Air duel,94,48,0,57.2404698081054,6.324555320336759
Air duel,94,47,0,52.945635937890835,6.708203932499369
Air duel,91,62,0,16.28261238748338,15.0
Air duel,96,51,1,79.89883279741373,4.123105625617661
Air duel,93,51,0,52.28343996046652,7.0710678118654755
Air duel,89,31,0,9.448657253068331,21.95449840010015
Air duel,92,53,0,42.35395311939014,8.54400374531753
Air duel,91,43,0,28.6578594329094,11.40175425099138
Air duel,91,45,1,34.42017499255265,10.295630140987
Air duel,94,63,0,12.092225452949352,14.317821063276353
Air duel,76,48,0,16.546116062320326,24.08318915758459
Air duel,94,37,0,12.576200215197728,14.317821063276353
Air duel,94,44,0,36.033303660497396,8.48528137423857
Air duel,89,49,0,35.21576705745286,11.045361017187261
Air duel,90,49,1,38.452951676469866,10.04987562112089
Air duel,86,63,0,15.408263331588747,19.1049731745428
Air duel,93,53,0,46.51823788348946,7.615773105863909
Air duel,93,57,0,29.234247116512524,9.899494936611665
Air duel,93,59,0,22.20191346427668,11.40175425099138
Air duel,73,39,0,12.797938304022791,29.154759474226502
Air duel,97,28,0,2.5434513706206525,22.20360331117452
Air duel,91,49,0,42.31294769317308,9.055385138137417
Air duel,94,40,0,19.2368133146218,11.661903789690601
Air duel,89,53,0,33.067465121253726,11.40175425099138
Air duel,96,48,0,75.80562337633869,4.47213595499958
Air duel,91,45,0,34.42017499255265,10.295630140987
Air duel,96,44,1,36.53290411765441,7.211102550927978
Air duel,97,58,1,18.45608402027475,8.54400374531753
Air duel,95,68,0,5.85809762562948,18.681541692269406
Air duel,98,52,0,104.75448978553864,2.8284271247461903
Air duel,76,28,0,9.19239583625569,32.55764119219941
Air duel,91,54,0,36.33395580580471,9.848857801796104
Air duel,95,46,0,51.91973291735015,6.4031242374328485
Air duel,90,52,0,37.25457161338753,10.198039027185569
Air duel,89,42,0,24.39090470696024,13.601470508735444
Air duel,96,62,0,10.513822768300104,12.649110640673518
Air duel,92,58,0,25.432001212093848,11.313708498984761
Air duel,94,58,1,25.054590079249127,10.0
Air duel,93,66,0,9.3791535411804,17.46424919657298
Air duel,90,39,0,18.868794581004007,14.866068747318506
Air duel,91,63,0,14.654904342685697,15.811388300841896
Air duel,90,55,0,31.57896399815131,11.180339887498949
Air duel,92,57,0,28.647371631910723,10.63014581273465
Air duel,96,59,0,17.81079107268244,9.848857801796104
Air duel,91,48,0,41.226585696105936,9.219544457292887
Air duel,91,60,0,20.201709782496046,13.45362404707371
Air duel,90,50,0,38.674974296314446,10.0
Air duel,93,46,0,43.655331174356,8.06225774829855
Air duel,93,38,0,15.507557422680843,13.892443989449804
Air duel,96,41,0,18.902691162394444,9.848857801796104
Air duel,94,43,0,30.819469175254298,9.219544457292887
Air duel,97,61,0,9.87320846791286,11.40175425099138
Air duel,93,41,0,23.136797225214746,11.40175425099138
Air duel,86,48,0,27.71177210875351,14.142135623730951
Air duel,90,56,0,29.220548058008916,11.661903789690601
Air duel,91,37,0,15.121760533315031,15.811388300841896
Air duel,94,31,0,6.3414793132918925,19.924858845171276
Air duel,92,58,0,25.432001212093848,11.313708498984761
Air duel,94,32,1,7.0149310115655314,18.973665961010276
Air duel,90,61,0,18.321169898595272,14.866068747318506
Air duel,71,60,0,12.325594325929755,30.675723300355934
Air duel,90,44,0,29.936372256302302,11.661903789690601
Air duel,89,52,0,34.27595438679419,11.180339887498949
Air duel,90,36,0,14.09881405643269,17.204650534085253
Air duel,91,50,0,42.602216251503926,9.0
Air duel,94,47,0,52.945635937890835,6.708203932499369
Air duel,90,48,0,37.61646173882444,10.198039027185569
Air duel,91,62,0,16.28261238748338,15.0
Air duel,91,59,0,22.51696004678893,12.727922061357855
Air duel,94,49,1,59.91396102251587,6.082762530298219
Air duel,89,65,0,12.861572420195603,18.601075237738275
Air duel,93,54,0,42.353794355503986,8.06225774829855
Air duel,72,46,0,14.031745607204773,28.284271247461902
Air duel,94,60,0,18.38848551926732,11.661903789690601
Air duel,92,45,0,36.751811927597466,9.433981132056603
Air duel,90,43,0,27.5436634682225,12.206555615733702
Air duel,95,51,0,68.25152097761855,5.0990195135927845
Air duel,95,42,0,25.285764273440005,9.433981132056603
Air duel,92,58,0,25.432001212093848,11.313708498984761
Air duel,90,56,0,29.220548058008916,11.661903789690601
Air duel,88,65,0,13.127920519463819,19.209372712298546
Air duel,93,50,0,53.24414551765339,7.0
Air duel,90,44,0,29.936372256302302,11.661903789690601
Air duel,91,48,0,41.226585696105936,9.219544457292887
Air duel,94,35,0,9.786084033734749,16.15549442140351
Air duel,92,46,0,40.180449868891046,8.94427190999916
Air duel,87,48,0,29.68358099775272,13.152946437965905
Air duel,91,53,0,38.79205116314482,9.486832980505138
Air duel,92,46,1,40.180449868891046,8.94427190999916
Air duel,70,80,0,6.6854035501031825,42.42640687119285
Air duel,96,57,0,27.129980853965996,8.06225774829855
Air duel,94,47,0,52.945635937890835,6.708203932499369
Air duel,93,63,0,13.194351709668423,14.7648230602334
Air duel,87,37,1,15.832815575661089,18.384776310850235
Air duel,90,54,0,33.79017923043646,10.770329614269007
Air duel,94,46,0,47.5691901003365,7.211102550927978
Air duel,96,47,0,67.20233251071159,5.0
Air duel,91,51,0,42.067530337183044,9.055385138137417
Air duel,91,61,0,18.126037364129427,14.212670403551895
Air duel,90,58,0,24.491222267839216,12.806248474865697
Air duel,96,51,0,79.89883279741373,4.123105625617661
Air duel,92,68,0,8.382886654926397,19.697715603592208
Air duel,94,45,0,41.74341016059785,7.810249675906654
Air duel,89,76,0,5.565228994874421,28.231188426986208
Air duel,89,53,0,33.067465121253726,11.40175425099138
Air duel,91,58,0,25.062919543230006,12.041594578792296
Air duel,86,50,0,28.146591102928124,14.0
Air duel,91,37,0,15.121760533315031,15.811388300841896
Air duel,94,50,0,60.632017392905986,6.0
Air duel,94,41,0,22.43727038622202,10.816653826391969
Air duel,93,48,0,50.78264330737907,7.280109889280518
Air duel,93,48,0,50.78264330737907,7.280109889280518
Air duel,89,51,0,35.068267191661235,11.045361017187261
Air duel,91,50,0,42.602216251503926,9.0
Air duel,93,54,1,42.353794355503986,8.06225774829855
Air duel,93,47,0,47.643638912806566,7.615773105863909
Air duel,90,30,0,8.291523396383925,22.360679774997898
Air duel,87,51,0,30.010135765049647,13.038404810405298
Air duel,87,40,0,19.78430747588175,16.401219466856727
Air duel,89,41,0,22.437486561849276,14.212670403551895
Air duel,91,51,0,42.067530337183044,9.055385138137417
Air duel,88,37,0,15.84527811144958,17.69180601295413
Air duel,94,37,0,12.576200215197728,14.317821063276353
Air duel,92,51,0,46.656859148466886,8.06225774829855
Air duel,91,44,0,31.549086516036677,10.816653826391969
Air duel,90,44,0,29.936372256302302,11.661903789690601
Air duel,90,40,0,20.810338618149185,14.142135623730951
Air duel,91,52,1,40.75834767123809,9.219544457292887
Air duel,94,54,1,45.840235165435864,7.211102550927978
Air duel,95,69,0,5.285611391204933,19.6468827043885
Air duel,94,53,0,51.41791250604387,6.708203932499369
Air duel,93,45,0,39.222923257027496,8.602325267042627
Air duel,93,55,0,37.86514144865322,8.602325267042627
Air duel,94,57,0,29.38314532055858,9.219544457292887
Air duel,88,69,0,9.593466727463422,22.47220505424423
Air duel,91,57,0,27.805747789506185,11.40175425099138
Air duel,90,44,0,29.936372256302302,11.661903789690601
Air duel,91,53,0,38.79205116314482,9.486832980505138
Air duel,90,68,0,9.553574413247809,20.591260281974
Air duel,87,48,0,29.68358099775272,13.152946437965905
Air duel,92,46,0,40.180449868891046,8.94427190999916
Air duel,95,46,0,51.91973291735015,6.4031242374328485
Air duel,90,56,0,29.220548058008916,11.661903789690601
Air duel,91,42,0,25.867452897564473,12.041594578792296
Air duel,93,41,0,23.136797225214746,11.40175425099138
Air duel,89,52,0,34.27595438679419,11.180339887498949
Air duel,89,38,0,17.223070224167312,16.278820596099706
Air duel,89,49,0,35.21576705745286,11.045361017187261
Air duel,93,68,1,7.644819300710272,19.313207915827967
Air duel,93,65,0,10.458856221696157,16.55294535724685
Air duel,89,59,0,21.867878497410018,14.212670403551895
Air duel,89,47,0,33.469350681743265,11.40175425099138
Air duel,91,46,0,37.11205874380882,9.848857801796104
Air duel,89,37,0,15.74994899041208,17.029386365926403
Air duel,92,46,1,40.180449868891046,8.94427190999916
Air duel,91,59,0,22.51696004678893,12.727922061357855
Air duel,96,43,0,29.02652460971587,8.06225774829855
Air duel,94,52,0,56.10099843509424,6.324555320336759
Air duel,93,64,0,11.718521610317687,15.652475842498529
Air duel,90,53,0,35.725372873505506,10.44030650891055
Air duel,90,48,1,37.61646173882444,10.198039027185569
Air duel,95,52,0,63.75919783915299,5.385164807134504
Air duel,88,42,0,23.547276806896345,14.422205101855956
Air duel,95,50,0,70.1052284711992,5.0
Air duel,91,50,0,42.602216251503926,9.0
Air duel,92,46,0,40.180449868891046,8.94427190999916
Air duel,94,51,0,59.306664302177786,6.082762530298219
Air duel,95,59,1,20.006505281879917,10.295630140987
Air duel,92,47,1,43.20092068304227,8.54400374531753
Air duel,92,52,0,44.927452067158754,8.246211251235321
Air duel,92,43,0,29.664116101426842,10.63014581273465
Air duel,91,48,0,41.226585696105936,9.219544457292887
Air duel,88,71,0,8.27797329536254,24.186773244895647
Air duel,90,42,0,25.182284697271598,12.806248474865697
Air duel,89,66,0,11.804000665894238,19.4164878389476
Air duel,92,52,0,44.927452067158754,8.246211251235321
Air duel,92,59,0,22.526899101393923,12.041594578792296
